Posts,Emotion
vũ_khí ta vật hữu_hình súng dao hạt_nhân vũ_khí tồn_tại dạng vô_hình quyền khoác vỏ bọc hoàn_hảo chả sợ pháp_luật sờ_gáy dĩ_nhiên gói gọn hai sát_thương tác_động con_người mô_tả chủ_yếu tiêu_cực body shaming dạng tấn_công biểu_trưng nguy_hiểm nóiluật pháp trao con_người quyền tự_quyết xã_hội tự_quyết học_hành trường lập gia_đình nằm ươn giường thay_vì tập_thể_dục xấu ảnh_hưởng tiêu_cực xã_hội con_người quyền kệ góp_ý mắng_mỏ đồng_loại tự_quyết vô_hình sản_sinh thứ_tự đóng đinh chặt đôi môi ta khẩu nghiệp tức_là quyền xúc_phạm chẳng đối_phương mặc_dù pháp_luật phạt xúc_phạm nhân_phẩm danh_dự nạn_nhân hề sát_thương diễn nhan_nhản trang mạng xã_hội đời_sống nạn tắc đường hà_nội body shaming chủng virus kết_dính kém may_mắn ngoại_hình bám nửa chân lớp_học đứng một_mình góc xe bus mở_miệng chào nữ virus đường đẩy nạn_nhân chết dày xéo nặng_nề mặt tinh_thần hành_vi body shamingnếp nhăn bộ_não hình_dung sợi dây quấn chặt ý_nghĩ tiêu_cực tôn_sùng đan_xen nút thắt gỡ buộc lên_đạn từ_ngữ miệt_thị ghê_tởm bắn nát cánh cửa bức_bối khó_chịu trước_mắt tận_hưởng bầu_không_khí trong_lành đối_tượng dính đòn team body shaming kính nhường đôi mắt nuốt nổi màn bắn nước_bọt cộng cử_chỉ xấu_xí diễn đóđọc thêmbodyshame hành_động ánbài viết gửi the ngáo mục quan_điểm tranh luậnspiderumcomnhững trường_phái body shaming xinh trai đẹp gái ngoại_hình chả chăm_chút coi yếu_tố duy_nhất xây bậc thang vững_chắc tiến thượng_đẳng dựa ngoại_hình trông đẹp_đẽ quyền cưỡi đầu ta bêu_riếu ném sách ném ta cửa_sổ hành_xử âm_thầm tố_cáo kẻ thương hành_động duy_nhất thể_hiện tệtôi cầm_tù body shaming sai sai vô_tư chăm_sóc làm_đẹp tối_thiểu lũ trang_lứa áo quần tóc_tai undercut kiểu tập_thể học hotteen giàu lớp_học bóng_bẩy nhân_cách đầu tiếp_cận body shaming nữ chỗ bàn hí_hoáy nghịch điện_thoại xinh_đẹp ngang_nhiên tương thẳng mặt câu chữ tao mẹ mày đẻ mày tao đem đi giết giọng_điệu sắc_lẹm nụ cười ánh mắt khinh_khỉnh khoái_chí thành_công lắm dè_bỉu khẩu nghiệp thú_vui đặc_trưng muộn phạt đứng góc lớp hai nữ đi đằng dĩ_nhiên phạt đứng thu góc lớp kê viết đường bút nguệch_ngoạc tấn_công ngừng_nghỉ suốt học số_phận tao hẩm_hiu thế_này đứng cạnh thằng kìa ra_rả tai suốt khó_chịu câu chửi_bới mỉa_mai hiện tảng đá đè hai vai cốđến mấy ngẩng đầu tự_ti trói_buộc hai bản_lĩnh khiêng tảng đá chúng_nó đông đành kệđọc thêmtôi gái xấu xíbài viết gửi pinkal mục chuyện_trò tâm sựspiderumcomthứ duy_nhất cắm_đầu_cắm_cổ học bài_toán lượng_giác hình_học_không_gian game điện_thoại tri_kỷ dạng học giỏi nhì lớp kha_khá nhờ_vả nói_chuyện u_ám học giỏi thắp lửa nhỏ_nhoi tập_thể dừng bài_toán hóc_búa đi đi đứng ngang_hàng trò_chuyện nặng_nề dơ_bẩn hai thằng gọi thân chân lớp căn_bản học trường lớp_học hồi làm_đỏm chả bẵng đi chúng_nó trở_nên hay_ho đầu_tư màu_mè hotteen lẽ dĩ_nhiên ra_rìa ngày_trước đợi đi hai đứa hẹn chẳng kệ nhờ_vả hai đứa tao quên cười_trừ lảng_tránh hiện rõ_rệt chào thèm đáp coi đẳng_cấp đi hội hotteen hội_tụ tập mấy thằng khối cười_cợt làm_trò đùa mấy thằng đẳng_cấp hai đứa mấy nhận_thức chả dính_líu hai thằng cảm_giác thất_vọng ngoại_hình đẩy con_người ta góc tối mờ_mịt bắt yên nhích nửa chân lời_lẽ miệt_thị khinh_bỉ đám hotteen bủa_vây tấpnhưng đề_cập sai làm_đẹp sống thoải_mái trở_nên tụt_hậu may_mắn đẹp phân_bón bốc mùi đóng bao_bì đẹp cải_thiện thầm cố_gắng đại_học gặp_gỡ môi_trường chí_hướng cải_tiến sợ ánh mắt dèm pha bọn học cũ nữanhờ đẹp phân_bón bốc mùi đóng bao_bì đẹp body shamingtrước sinh quyền quyết_định nhan_sắc xấu đẹp may_mắn ngoại_hình hoàn_mỹ tự_tin lợi_thế xã_hội hoàn_cảnh trái_ngược tự_ti chán_nản thất_vọng body shaming lẽ tất_yếu xấu thành_phần body shaming cộng tự_ti chào_hàng mời anh_chị body shaming tiếp tin_tưởng đối_mặt vấn_nạn kiểu kẻ dã_tâm sỉ_nhục ngờ âm_thầm tiếp_tay lấn thừa_nhận nhân_nhượng thực_dân pháp lấn trích kêu_gọi kháng_chiến toàn_quốc bác_hồ body shaming im_lặng mặc_kệ nam_châm tích_cực hút lời_lẽ miệt_thị xúc_phạm chủ_nhân ta im_lặng ảo_tưởng kẻ body shaming chán bỏ_qua mơ chán_chê tỉnh thú_vui tuyệt mồi ngoan_ngoãn ý_định chống_trả nghĩa cổ_động nhảy đánh lũ body shaming trận nhẽ mặc_dù cải_thiện đứng chủ độngđiều câu cải_thiện khắc chế nỗi sợ đối_mặt soi gương chấp_nhận khuyết_điểm tồn_tại chủ_động cải_thiện nhấn_mạnh cải_thiện khuôn_mẫu sẵn traichị gái hàn_quốc cân hơi bất_hợp_lý lịch chế_độ healthy kết_hợp bài_tập thể_dục tìm_kiếm vóc_dáng đẹp kính mắt hình_chữ_nhật hơi nghiêm_túc thử đổi kính tròn thử áo_phông hình in thời_trang hà_cớ order tuỳ nhu_cầu cải_thiện đôi_khi lời_lẽ body shaming mấy thành_phần thượng_đẳng kia góp_ý ổn tuyệt_đối đừng răm_rắp đứa trẻ sợ mẹ đánh đònđọc thêmbody shamingbài viết gửi khanh chi mục chuyện_trò tâm sựspiderumcomtôi hồi thằng béo kí mỡ tóc_tai định_nghĩa chải_chuốt đừng vuốt keo thời_trang mù_tịt phối đồ đơn_giản mặc áo quần xong nạn_nhân body shaming tự_ái thất_vọng thất_vọng mấy thành_phần lớp đã_đành thất_vọng tệ não bàn cân bọn trai lớp chúng_nó sành_điệu chúng_nó dần cô_lập hình_thành suy_nghĩ tiêu_cực mờ_nhạt thú_vị lượt trải_nghiệm xấu tội_lỗi con_người dần quen an_phận cắm_đầu học tư_tưởng chăm_sóc ngoại_hình vo_viên vứt sọt rác suốt bật trạng_thái mặc_cảm tự_ti dám chủ_động coi body shaming hậu_quả xứng_đáng lớp nói_chuyện gọi thân mớ bòng_bong chẳng có_lẽ hồi thằng vui_tính yêu_đời bước_ngoặt chớm nở thi xong đại_học nghỉ_hè tự_do thoát ánh mắt dòm_ngó thường_trực phổ_thông lỡ đầu bộ_não rỗng_tuếch xê_dịch tiến_bộ chẳng tận_hưởng cuộc_sống chăm_sóc mảnh đất canh_tác hái trái chê chửi body shaming làmtôi chủ_động chế_độ hợp_lý tư_vấn anh_chị hội healthy facebook tập_thể_dục hướng_dẫn youtube nhập_học đại_học bố bưng_bê quán bia_hơi km đơn_giản trải_nghiệm va_vấp thế_giới tiền_lương kiếm tân_trang ngắn_ngủi xã_hội đa_dạng thể_loại lường cải_thiện chăm_sóc vô_cùng cần_thiết đồng_tiền mua quần_áo hợp_thời xấu thử cặp kính tròn thay kính hình_chữ_nhật nặng_nề ảnh đại_diện thanh_thoát tóc_tai chú_ý chải_chuốt gọn_gàng xíu nhuộm kiểu tóc vóc_dáng kg cơ_thể săn dễ_dàng mặc phối đồ ý_muốn cục thịt di_động hài_lòng thoát kiếp nạn_nhân body shaming trở_nên tự_tin dám xông_pha để_ý trân_trọng cuộc_sống suốt đào hố chôn vùi nódựa từng_trải mấu_chốt body shaming tự_tin chừng thất_vọng tự_ti ngoại_hình mãi_mãi núp sống huỷ_hoại đứng mạnh_mẽ tự_tin tự_hào đượcfck up and move on trải_nghiệm trau_dồi kỹ_năng giúp ta tự_tin đối_mặt body shaminggiá trị nổi tầm_vóc thành_thạo kỹ_năng tuyên_ngôn ta thế_giới to then_chốt tự_tin dám thể_hiện chảy cơ_thể tabên cạnh ý_thức cải_thiện ngoại_hình đừng quên nâng cao_cả bộ_óc tìm_kiếm học kỹ_năng kỹ_năng phát_huy tìm_tòi ta đẹp chả kỹ_năng nổi_trội ngoi lớp bùn_lầy vùng_vẫy kêu cứu chìmtôi hồi cực_kỳ ghét môn văn đứng đám đông mù_tịt kỹ_năng tin_học văn_phòng điện_thoại nổi ảnh chụp ra_hồn quanh_năm_suốt_tháng ru_rú học mọt_sách câu hề câu trả_lời tự_tin cải_thiện ngoại_hình va_chạm chủ_động tiếp_cận kỹ_năng cơ_bản thuyết_trình đám đông thần_thánh tự_tin xung_phong thuyết_trình tập_luyện bục mặt_đối_mặt trăm con_người động_lực_học kỹ_năng tin_học văn_phòng photoshop thao_tác cơ_bản slide graphic đẹp tự_nhủ rõ_rệt ngoại_hình nổi_bật tuyệt_đối body shaming phảng_phất dám khinh_thường ta nữanhững kỹ_năng kiến_thức đem ta tự_tin vô_cùng đặt_chân thể_hiện dần che_lấp đi yếu_tố ngoại_hình ta toả tố_chất tốt_đẹp vậybody shaming ấn_tượng chả mấy vui_vẻ ý_thức cuộc_sống cô_lập body shaming chu_đáo copywriting hề hối_hận môi_trường làm_việc mong_muốn nữakếtbody shaming tồn_tại câu_chuyện câu_chuyện trải body shaming mặt nguyên_tắc công_thức đánh_bại body shaming ta dám chủ_động phá_bỏ lưới tự_ti chùm sẵn thay tư_thế ngẩng đầu nỗ_lực cải_thiện ngoại_hình lẫn kỹ nănggiá trị tốt_đẹp bodyshame bodyshaming bodyshaming miệt_thị ngoại_hình,0
gậy đẹp,5
thế_giới hoàn_cảnh tuyệt_vọng con_người tuyệt_vọng hoàn_cảnh hy_vọng cuộc_đời trở_nên tươi_đẹp đi đón chờ ta xảy ta thử_thách thử_thách tâm vững_vàng đường bóng_tối ánh_sáng chờ đón kiên_cường tiến tst,5
mưa mưa v chời đi đi học mừ,2
đi họp lớp đếu,5
động_tác thừa gọn lẹ đi cách_ly,1
hôm_nay thằng,5
buồn,2
thân oiiii,5
mong cảnh xãy xã_hội bất_hạnh,2
tao tao ghê vcd,3
ghê vãi mày cảm_giác lún,3
phượt gái đêm,5
trai tao đéo giận dai dỗ,4
in trung_quốc du_học thủ_tục vội_vàng chính_xác cầm_chắc suất học_bổng thông_báo học đại_học dân_tộc quảng tây ban_đầu dân_tộc đi trường gọi dân_tộc hình_dung một_chút vốn từ_vựng mạng di_động thông_tin chính_xác trường cuộc_đời tiếng ngôn_ngữ quốc_tế học dẵng trời tác_dụng tỉnh thành_phố du_học tưởng_chừng hi_vọng bắt_gặp hai du_học_sinh châu_âu mạng thông_tin cơ_bản giúp liên_lạc du_học_sinh việt_nam học lưu_trú trường hai quen nhiệt_tình giúp hoàn_thành thủ_tục cần_thiết gia_đình an_tâm môi_trường xa_lạ cuộc_sống du_học_sinh chả tệ đọc trang mạng xã_hội đi học bài_tập công_tử_bột tiểu_thư bánh_bèo đi cặp đôi thi nắm liếm_láp ríu_rít cố_gắng xỉ đểu xời bảo mày yêu giá đắt_đỏ chút nhỉnh điều_chỉnh hợp_lí quỹ học_bổng chúc_mừng cảm_giác sinh_viên cố_gắng trôi_dạt bờ viết chả_hạn quen dễ_dàng cơ_sở vật_chất hạ_tầng câu hàng_đầu du_học liệu môi_trường học đáp_ứng nhu_cầu chất_lượng giảng_dạy mong_muốn tham_khảo học_sinh việt_nam học trường mong_muốn thắc_mắc câu trả_lời cần_thiết tìm_kiếm trường trang mạng xã_hội facebook instagram thông_tin cơ_sở vật_chất trường mong_muốn học đơn_giản học môi_trường duy_nhất chất_lượng dạy học trung_quốc làm_quen giảng tiếng trung máy_chiếu học học_sinh học đa_phần giáo_viên thực_lực học học_sinh đặc du_học_sinh trải_nghiệm cần_thiết du_học_sinh mớinên làm_quen học_sinh trung_quốc trao_đổi học_hỏi văn_hoá phát_triển vốn từ_ngữ chịu_khó bắt_chuyện bản_địa học sách_vở lớp nhiềunếu gái trung_quốc chuyên_ngành giảng_dạy tận_tình đáp_ứng nhu_cầu tình_yêu cô_đơn mùa đông giá_rét chả_hạn gây_gổ nước_ngoài việt_nam gái gốc lào hậu_quả đánh nạn_nhân bút cắm đầu phim john wick đuổi kèm cắt suất học trườngđừng kí muộn học_bổng lí_do đấy du_học kinh_nghiệm,5
vị hoà_thượng già viết giấy_phép đệ_tử nhao_nhao thầy thầy sai một_phép,5
sợ rớt điện_thoại sợ lỡ khúc té tả nổi,3
mấy thằng ranh_con đéo não,4
nhân_duyên trời ban cớ_sao chẳng thành đôi,2
nằm xíu dậy cuộn tóc sợi tóc ngắn tuột chạm lưng suy_nghĩ giết chết tệ hình_phạt lưng tựa thành giường đầu giường đọc tiếp sách mẹ hướng tựa lưng giường mẹ đọc trả_lời mẹ trả_lời bâng_quơ vớ_vẩn đọc thời ông_bà nội yên_ắng mẹ bò làm_thịt chợ quê chăn cỏ nuôi chuồng bình_thường mẹ mẹ mẹ trả_lời tiếp tự_dưng đoán mẹ tò_mò đọc đọc rừng na_uy buột mồm cảm_giác não lỗi nhịp lỗi phách đấy thếtầm h trời nồm gió mát mẹ hạnh mẹ cơm đọc góc hơi tối vuốt vuốt chân_tay cầu_nguyện ta bảo đòi nằm sàn dấu_hiệu dấu_hiệu ông_bà nội dấu_hiệu đẹp tranh vẽ đương_nhiên nội mặt đầy_đặn hồng_hào nội tối mấy thìa bón tv thời_sự khung h hình_ảnh quen_thuộc chữ cô_bác tinh_thần sức_khoẻ thay chăm_sóc ông_bà chờ dấu_hiệu chết hình_hài dấu_hiệu hai lặng_lẽ ngủ ngon dậy bàng_hoàng o liên gái nhà_cái phụ_nữ mạnh_mẽ nén cảm_xúc bình_thản tỉnh dậy khóc oà o ra_hiệu suỵt đừng khóc bố ngủ okeee ổn khóc to bày_tỏ niềm đau o sợ bố thức_giấc o thương bố hơi thở giấc_ngủ o thay thương bố giỗ o khóc ngất mãi lo thức_giấc phụ_nữ ích_kỷ khóc đau_lòng cười vui_vẻ nhảy_nhót linh_tinh hát hát tệ nét mạnh_mẽ o liên đóbà nằm xoài phủi_tay chạm hoài đĩa dưa_chuột vườn cười cầm cạnh gặm dưa_chuột đọc tiếp truyện cạnh bình nhiệt hà_nội vinh viện cạnh góc cạnh góc thềm trời gió góc bếp mẹ cơm chẳng_hạn thuỷ_chung nhím chế_giễu bình đi phiên trưa chat an nói_chuyện vụ cưới thuý liếc bình thầm đem bình uống bia đi cưới gió_nồm thổi đổi tông mát_rượi cánh cửa_sổ đập hụt đi mấy nấc nãy nam nực dịu nhiệt_độ chênh_lệch hụt_hẫng nam nóng cảm_nhận khó_chịu dịu đi bình uống ngụm mong dịu đi sốt bếp giặt hai khăn đắp giặt khăn gửi nhunnn nhắn chúc mau khoẻ đi đắp khăn thủ_thỉ dầu chẳng tiếp nhunnn biếu ông_bà hộp hạt nhunnn bảo khoẻ chờ cháu hạnh rể sợ bệnh bịa nội_dung khoẻ đi nhun biếu hạt đồ ngon lắm lắt_léo bếp giặt khăn to đắp lưng cánh cửa gió thổi đóng nãy ngại đứng dậy đứng dậy nhắm_mắt đứng chừng phút thở đỡ choáng máu não kém câu chừng nghìn mảnh vườn mấy đi dép nhảy_nhót nhặt mấy dừa bảo hạnh ngước trời xanh vệt mây trắng mềm mềm nhạt nhạt mịn mịn tơ tơ màu lông ngan non dịu dòng chữ soạn giấy kiểu kẹp mấy trang lịch xé sách đầu vẩn_vơ ghi ghi bút_chì sẵn thế_này nè điện_thoại sạch pin nghĩ_ngợi linh_tinh dởtớ đứng dậy tắt quạt phun gió cửa_sổ thổi tạt làn gió quạt âm_thanh ồ_ạt khó_chịu đương_nhiên phe thiên_nhiên khổ_nỗi tắt quạt mãi nút off nút dăm nghìn quạt chừng dăm_bảy nút chữ phụ_đề mờ ấn chừng kiên_nhẫn tiếng tít ấn quạt phát kiên_nhẫn quạt trả_thù tội phản_bội nãy yêu_quý kia_mà trời trở gió đổi hắt_hủi đấy chẳng phẩm_chất tốt_đẹp xấu_xa dám cóhấu chạy gian ảnh to đại_gia_đình chụp mấy ngước ỉn kìa ảnh mẹ bế ỉn thành_viên đại_gia_đình đằng ngoại con_cháu chắt ông_bà nhân_vật ghép lộ_liễu lắm ảnh cười tươi vai thoả_mãn đẹp đấy ích_kỷ chẳng phẩm_chất tốt_đẹp xấu_xa dám cóđã h bếp thoảng mùi thơm hành phi mẹ team hành ngò mùi thơm hơi đói mùa hè trưa nổi tối mát ngon ngon quyết_định dọn cơm mâm mẹ nấu món ngon thềm bố to giọng oang_oang kia tông giọng nói_chuyện lắm dầu bố bản_chất chân_thành nhiệt_tình bố tối mic nằm ủ_rũ buồn_rầu bát cơm trống_trơn khát nửa hộp sữa_tươi tủ thử uống hết_nổi hộp vốn mấy đồ bơ sữa phomai mấy ngửi ngắm ăn_giải_thích nhầm tình yêu_thương động_vật rộng_lớn bao_la kiến dốc sữa tô nài_nỉ uống lo sợmột mic đòi trách_nhiệm hành_động mìnhhai uống bố nổi điên bố hành_động sữa bố chó uống kỳ_cục lắm ngược_lại kỳ nhỉmà chó sữa đầu màngười kỳ_cục ghê,1
chẳng thế_hệ động tý kêu trường kêu um xã_hội ngu vả trượt phát kêu tiên trách kỷ hậu_trách_nhân,0
chán chẳng buồn mấy kỉ_niệm yêu người_yêu đi bận học tiếng h tối tầm h bảo đi xiên nướng đường đi bao nha tiền ví mua nội_thất tiền kỉ_niệm quyết nấu cơm rủ đi mua áo sơ_mi tặng tặng nhắc hẹn ăn_uống nha mải điện_tử chẳng đi chán rủ bạn_bè đi dỗi ghen huỷ đi xong gọi đi nhậu uống bia phòng phận gái phụ_nữ lễ chẳng đòi_hỏi cạnh tủi_thân ghê lắm hôm_nay nước_mắt trực trào rơi phongthutoi,0
chó cậy chủ,0
nhây nhaaaa,1
đợi_chờ tuỳ tin_tưởng tuỳ tha tuỳ đợi_chờ đợi hứa trở_lại đợi cố_gắng tương_lai hai đợi đi_nữa quyết_tâm bão gió đợi chút khốn_khó vội đi_lại chẳng đợi dại_dột đợi yên bề gia_thất chồng_chất nhớ_thương ôm_ấp hi_vọng hão_huyền tin_tưởng đối_xử chân_thành giấu diếm cảm_giác an_toàn gieo_rắc toàn bất_an tâm_can mặt cố_gắng im_lặng kiểu niềm xứng_đáng mù_quáng trách ta đối_xử ảo_tưởng tha tha lỗi_lầm vô_ý tha tha chẳng sai tha sẵn_lòng sửa_sai rơi nước_mắt tha năm_lần_bảy_lượt thất_hứa chẳng để_tâm gương_mặt rầu_rĩ tha một_hai đối_phương thương hàn_gắn tha n đối_phương dứt đợi_chờ tin_tưởng tha đợi_chờ tuỳ tin_tưởng tuỳ tha tuỳ,5
phép phẫn_nộ,4
mong sống lớp mặt_nạ lấp_lánh khổ_đau sự_thật đằng lớp mặt_nạ nụ cười tắt nước_mắt rơi nỗi buồn cố giấu một_nửa sự_thật sự_thật giỏi che_giấu giấu nổi tốt_đẹp,5
lâu_lắc phim vừa_ý nghĩa hài_hước,1
sống thẳng khéo,5
êu đụng_chạm vô_duyên hãm lồn gái bọn ý_thức đách lồn,0
mày độc_ác vãi,0
hoa vẻ đẹp riêngdù loài hoa cao_quý hoa dại nét đẹp toả cuộc_đời sống đừng tâmsutuoi,5
trắc đấy người_yêu cũ,1
yêu,5
mẹ xong khóc nước_mắt,2
đau_lòng vãi tưởng đùa ai_ngờ bồ thiệt sừng,2
tao xác_định bố thịt đứa bố_mẹ bênh thịt bố_mẹ sợ máu lồn,4
nặng_tay chừa tật hại,0
góc tâm_trạng ta trốn khóc buồn kỉ_niệm chôn sâu cất_giấu có_lẽ ốc đứng nỗi buồn cô_đơn mệt_mỏi vấp_ngã ta chui vỏ ốc an_ủi chữa lành vết_thương chui vỏ ốc mạnh_mẽ,2
bọn trẻ mùa covid,1
quần tụt tận lỗ_đít đéo n yêu,0
chin chào lớp tức_là đậu tuyển_sinh mặc áo_dài thân_thể vô_cùng béo chia phân rõ_rệt bụng bụng_dưới tận cân cấp_tốc chậm miễn xuống_cân ok thử gia_đình cơm mua bịch ngũ_cốc hàng mẹ ngữ cốc thay cơm mẹ liền đem thùng rác mẹ hại sức_khoẻ bình_thường tập_thể_dục rcm giúp cân kiểu cơ_địa hơi ngoạn ngục da dư sợ dư kì phẩu thuật loại_bỏ da dư viết cfs câu lủng thông_cảm giúp giamcanduda,2
chào tạm gọi tận nhétầm hồi thi học_kì lớp nhầm gái thôi_thì chia_tay moẹ đi đi đại_học đừng dính đứa tán gái ngu mom mặt xấu còi chả tế_nhị chạy theo_đuôi ta bấm skip đi nhắc lên_lớp đừng thằng giang lớp đấm lòi mõm đấy đừng cà_khịa đấm lòi mõm đấy tóm_lại đừng lảng_vảng lung_tung tập_tành tử_tế sức_khoẻ đầy_đủ hộ cái_trò thức_khuya_dậy_sớm tóc bạc tình_cảm đấy đừng bữa cơm chán đi làm_ơn đấyừ nhà_cửa đầy_đủ gia_đình chả bữa cơm chả chán làm_quen dần đi một_mình cơm_nước dọn_dẹp chán ổn đừng lo tương_lai nát công_việc ổn_định lắm chỗ ổn lắm sống nghiện cà_phê đêm ngủ ngon dậy sức uống cà_phê quen quen tầm mẹ nấu cà_phê làm_quen dần đià nhắc mẹ một_chút chả trách bố lắm cái_trò đấy đi ông_già tâm_sự hơi đấy nằm chỗ ôngtôi xửng_cồ thay đi đấynói hiểuthực chả mấy thời cuộc_sống nặng_gánh chiến_thuật cười cho_qua sai sai kéo đi đoạn bỏ_rơi kiểu kiểu phản_bội đói tiền hi_vọng sức_khoẻ kết_thúc ước nhảy lan_can hàng_xóm xây trèo gậy chọc ổi đi kẻo ta phát_hiện chửi đấy đừng lo bài_học học giá rẻ giá đắt kiểu học trả_giá đừng sợ tất_yếu trưởng_thành học chấp_nhận sai_lầm chấp_nhận đừng cười cho_qua cười xong khóc khóc chả xấu xả cảm_xúc nổ đấy học đi kẻ lợi_dụng lừa_gạt cạnh đứa trân_trọng sai coi món đầu_tư đầu_tư nhầm đi đầu_tư chả yên_tâm nhéhình hơi cụ_già lắm chữa đứa chê lắm cụ_già yên_tâm thời câu lắm trả_lời bài_học tốn công_sức lắm đừng đốt_cháy_giai_đoạn cố cười mãi chả nổi ổn đi yên_tâm ổn vợ ý_định đi đấy định spoiler lắm nghĩ_đi_nghĩ_lại kiểu liều dám khôn spoil hẹn gương đẹp_trai vờ lờ mụn fck yeah ps đừng thi khối học toán ngu moẹ bớt ảo_tưởng đi peace samurice thư gửi,5
